Designator,Pin,PinName,Net,Category,Description
FPC1,31,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,32,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
U1,1,,,IC/模块,
U1,2,,,IC/模块,
U1,3,,,IC/模块,
U1,4,,,IC/模块,
U1,5,,,IC/模块,
U1,6,,,IC/模块,
U1,7,,,IC/模块,
U1,8,,,IC/模块,
U1,9,,,IC/模块,
U1,10,,,IC/模块,
U1,11,,,IC/模块,
U1,12,,,IC/模块,
U1,13,,,IC/模块,
U1,14,,,IC/模块,
U1,15,,,IC/模块,
U1,16,,,IC/模块,
U1,17,,,IC/模块,
U1,18,,,IC/模块,
U1,19,,,IC/模块,
U1,20,,,IC/模块,
U1,21,,,IC/模块,
U1,22,,,IC/模块,
U1,23,,,IC/模块,
U1,24,,,IC/模块,
U1,25,,,IC/模块,
U1,26,,,IC/模块,
U1,27,,,IC/模块,
U1,28,,,IC/模块,
U1,29,,,IC/模块,
U1,30,,,IC/模块,
U1,32,,,IC/模块,
U1,33,,,IC/模块,
D1,1,,VBAT+,二极管,反向截止电压(Vrwm):28V;最大钳位电压:45.4V;峰值脉冲电流(Ipp):13.2A;峰值脉冲功率(Ppp):600W;击穿电压:31.1V;
D1,2,,GND,二极管,反向截止电压(Vrwm):28V;最大钳位电压:45.4V;峰值脉冲电流(Ipp):13.2A;峰值脉冲功率(Ppp):600W;击穿电压:31.1V;
U61,1,,GND,IC/模块,电阻类型:采样电阻;阻值:5mΩ;精度:±1%;额定压降:-;功率:1W;温度系数:±50ppm/℃;安装方式:贴片;
U61,2,,$3N33807,IC/模块,电阻类型:采样电阻;阻值:5mΩ;精度:±1%;额定压降:-;功率:1W;温度系数:±50ppm/℃;安装方式:贴片;
R206,1,,GND,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:125mW;最大工作电压:150V;温度系数:±100ppm/℃;
R206,2,,SRP,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:125mW;最大工作电压:150V;温度系数:±100ppm/℃;
R207,1,,$3N33807,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:125mW;最大工作电压:150V;温度系数:±100ppm/℃;
R207,2,,SRN,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:125mW;最大工作电压:150V;温度系数:±100ppm/℃;
C161,1,,SRP,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C161,2,,SRN,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C162,1,,SRN,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C162,2,,GND,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C163,1,,GND,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C163,2,,SRP,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
D2,1,,SRN,二极管,二极管配置:1对串联式;正向压降(Vf):1.25V@150mA;直流反向耐压(Vr):70V;整流电流:200mA;反向恢复时间(trr):6ns;
D2,2,,SRN,二极管,二极管配置:1对串联式;正向压降(Vf):1.25V@150mA;直流反向耐压(Vr):70V;整流电流:200mA;反向恢复时间(trr):6ns;
D2,3,,SRP,二极管,二极管配置:1对串联式;正向压降(Vf):1.25V@150mA;直流反向耐压(Vr):70V;整流电流:200mA;反向恢复时间(trr):6ns;
Q7,1,,DSG,三极管,类型:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):120A;功率(Pd):237W;导通电阻(RDS(on)@Vgs,Id):6.8mΩ@10V,60A;阈值电压(Vgs(th)@Id):3V@250uA;
Q7,3,,$3N33807,三极管,类型:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):120A;功率(Pd):237W;导通电阻(RDS(on)@Vgs,Id):6.8mΩ@10V,60A;阈值电压(Vgs(th)@Id):3V@250uA;
Q7,4,,$3N26472,三极管,类型:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):120A;功率(Pd):237W;导通电阻(RDS(on)@Vgs,Id):6.8mΩ@10V,60A;阈值电压(Vgs(th)@Id):3V@250uA;
Q8,1,,$3N26480,三极管,类型:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):120A;功率(Pd):237W;导通电阻(RDS(on)@Vgs,Id):6.8mΩ@10V,60A;阈值电压(Vgs(th)@Id):3V@250uA;
Q8,3,,GNDC,三极管,类型:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):120A;功率(Pd):237W;导通电阻(RDS(on)@Vgs,Id):6.8mΩ@10V,60A;阈值电压(Vgs(th)@Id):3V@250uA;
Q8,4,,$3N26472,三极管,类型:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):120A;功率(Pd):237W;导通电阻(RDS(on)@Vgs,Id):6.8mΩ@10V,60A;阈值电压(Vgs(th)@Id):3V@250uA;
C164,1,,$3N33807,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C164,2,,$3N26474,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C165,1,,$3N26474,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C165,2,,GNDC,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
D3,1,,$3N26480,二极管,二极管配置:独立式;正向压降(Vf):1.25V@150mA;直流反向耐压(Vr):100V;整流电流:150mA;反向恢复时间(trr):4ns;
D3,2,,$3N26475,二极管,二极管配置:独立式;正向压降(Vf):1.25V@150mA;直流反向耐压(Vr):100V;整流电流:150mA;反向恢复时间(trr):4ns;
R211,1,,$3N26475,电阻,电阻类型:厚膜电阻;阻值:1kΩ;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
R211,2,,$3N26476,电阻,电阻类型:厚膜电阻;阻值:1kΩ;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
Q9,1,,GND,三极管,类型:1个P沟道;漏源电压(Vdss):60V;连续漏极电流(Id):170mA;导通电阻(RDS(on)@Vgs,Id):9.9Ω@4.5V,150mA;功率(Pd):350mW;阈值电压(Vgs(th)@Id):900mV@250uA;
Q9,2,,CHG,三极管,类型:1个P沟道;漏源电压(Vdss):60V;连续漏极电流(Id):170mA;导通电阻(RDS(on)@Vgs,Id):9.9Ω@4.5V,150mA;功率(Pd):350mW;阈值电压(Vgs(th)@Id):900mV@250uA;
Q9,3,,$3N26476,三极管,类型:1个P沟道;漏源电压(Vdss):60V;连续漏极电流(Id):170mA;导通电阻(RDS(on)@Vgs,Id):9.9Ω@4.5V,150mA;功率(Pd):350mW;阈值电压(Vgs(th)@Id):900mV@250uA;
D4,1,,$3N26480,二极管,反向截止电压(Vrwm):12V;最大钳位电压:19.9V;峰值脉冲电流(Ipp):10.1A;峰值脉冲功率(Ppp):200W;击穿电压:13.3V;
D4,2,,GNDC,二极管,反向截止电压(Vrwm):12V;最大钳位电压:19.9V;峰值脉冲电流(Ipp):10.1A;峰值脉冲功率(Ppp):200W;击穿电压:13.3V;
D5,1,,VBAT+,二极管,二极管配置:-;正向压降(Vf):1.7V@3A;直流反向耐压(Vr):600V;平均整流电流(Io):3A;
D5,2,,GNDC,二极管,二极管配置:-;正向压降(Vf):1.7V@3A;直流反向耐压(Vr):600V;平均整流电流(Io):3A;
C166,1,,GNDC,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C166,2,,$3N26487,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C167,1,,$3N26487,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
C167,2,,VBAT+,电容,容值:100nF;精度:±5%;额定电压:50V;材质(温度系数):X7R;
R271,1,,$3N26480,电阻,电阻类型:厚膜电阻;阻值:1MΩ;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
R271,2,,$3N26475,电阻,电阻类型:厚膜电阻;阻值:1MΩ;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
R272,1,,GNDC,电阻,电阻类型:厚膜电阻;阻值:1MΩ;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
R272,2,,$3N26480,电阻,电阻类型:厚膜电阻;阻值:1MΩ;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
R273,1,,$3N33807,电阻,电阻类型:厚膜电阻;阻值:1MΩ;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
R273,2,,DSG,电阻,电阻类型:厚膜电阻;阻值:1MΩ;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
U64,1,,$3N52886,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,2,,GNDC,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,3,,GNDC,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,4,,$3N52474,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,5,,$3N52553,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,6,,$3N54756,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,7,,$3N54893,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,8,,$3N55039,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,9,,$3N55118,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,10,,$3N54524,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,11,,$3N54966,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,12,,,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,13,,$3N53390,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,14,,VBAT+,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,15,,24V,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
U64,16,,$3N53008,IC/模块,工作电压:7.5V~28V;最大充电电流:5A;电池类型:锂离子/聚合物;
R291,1,,$3N52557,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R291,2,,24V,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R292,1,,$3N52507,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R292,2,,24V,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
U65,1,,$3N52474,IC/模块,发光颜色:红色;正向压降(Vf):1.8V~2.4V;功率:50mW;正向电流:20mA;波长:615nm~630nm;发光强度:200mcd;发光角度:120°;工作温度:-40℃~+85℃;
U65,2,,$3N52507,IC/模块,发光颜色:红色;正向压降(Vf):1.8V~2.4V;功率:50mW;正向电流:20mA;波长:615nm~630nm;发光强度:200mcd;发光角度:120°;工作温度:-40℃~+85℃;
LED2,1,,$3N52553,其他,发光颜色:翠绿色;正向电压(VF):3V;功率:80mW;正向电流:25mA;主波长:516nm~531nm;透镜颜色:无色透明透镜;色温:-;发光强度:249mcd;发光角度:120°;载带方式:正贴;工作温度:-30℃~+85℃;
LED2,2,,$3N52557,其他,发光颜色:翠绿色;正向电压(VF):3V;功率:80mW;正向电流:25mA;主波长:516nm~531nm;透镜颜色:无色透明透镜;色温:-;发光强度:249mcd;发光角度:120°;载带方式:正贴;工作温度:-30℃~+85℃;
C206,1,,GNDC,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C206,2,,24V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C207,1,,$3N52886,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C207,2,,24V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
Q20,1,,$3N53008,三极管,数量:1个P沟道;漏源电压(Vdss):30V;连续漏极电流(Id):20A;导通电阻(RDS(on)):42mΩ@10V;耗散功率(Pd):29W;阈值电压(Vgs(th)):2.5V@250uA;
Q20,2,,$3N54391,三极管,数量:1个P沟道;漏源电压(Vdss):30V;连续漏极电流(Id):20A;导通电阻(RDS(on)):42mΩ@10V;耗散功率(Pd):29W;阈值电压(Vgs(th)):2.5V@250uA;
Q20,3,,24V,三极管,数量:1个P沟道;漏源电压(Vdss):30V;连续漏极电流(Id):20A;导通电阻(RDS(on)):42mΩ@10V;耗散功率(Pd):29W;阈值电压(Vgs(th)):2.5V@250uA;
D24,1,,$3N54391,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D24,2,,$3N53373,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D24,3,,$3N54391,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D25,1,,GNDC,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D25,2,,$3N53373,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D25,3,,GNDC,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
L10,1,,$3N53373,电感,电感值:47uH;精度:±20%;额定电流:1.5A;饱和电流(Isat):2A;类型:一体成型电感;
L10,2,,$3N53390,电感,电感值:47uH;精度:±20%;额定电流:1.5A;饱和电流(Isat):2A;类型:一体成型电感;
R293,1,,$3N53390,电阻,电阻类型:厚膜电阻;阻值:200mΩ;精度:±1%;功率:750mW;工作电压:500V;温度系数:±600ppm/℃;
R293,2,,VBAT+,电阻,电阻类型:厚膜电阻;阻值:200mΩ;精度:±1%;功率:750mW;工作电压:500V;温度系数:±600ppm/℃;
C209,1,,GNDC,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C209,2,,VBAT+,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C208,1,,VBAT+,电容,容值:220uF;精度:±20%;额定电压:35V;纹波电流:195mA@120Hz;
C208,2,,GNDC,电容,容值:220uF;精度:±20%;额定电压:35V;纹波电流:195mA@120Hz;
DC2,1,,$3N53979,其他,连接器类型:DC电源插座;安装方式:弯插;触点内径:2mm;触点外径:6.2mm;额定电流:5A;额定电压:24V;工作温度:-20℃~+70℃;
DC2,2,,GNDC,其他,连接器类型:DC电源插座;安装方式:弯插;触点内径:2mm;触点外径:6.2mm;额定电流:5A;额定电压:24V;工作温度:-20℃~+70℃;
DC2,3,,GNDC,其他,连接器类型:DC电源插座;安装方式:弯插;触点内径:2mm;触点外径:6.2mm;额定电流:5A;额定电压:24V;工作温度:-20℃~+70℃;
U66,1,,$3N53979,IC/模块,类型:贴片式保险丝;额定电流:10A;额定电压 (AC):125V;额定电压:125V;分断能力:35A；50A;
U66,2,,24V,IC/模块,类型:贴片式保险丝;额定电流:10A;额定电压 (AC):125V;额定电压:125V;分断能力:35A；50A;
R294,1,,$3N54524,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R294,2,,VBAT+,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
C210,1,,$3N54524,电容,容值:1pF;额定电压:50V;温度系数:C0G;
C210,2,,VBAT+,电容,容值:1pF;额定电压:50V;温度系数:C0G;
R295,1,,$3N54524,电阻,电阻类型:厚膜电阻;阻值:12.4kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R295,2,,GNDC,电阻,电阻类型:厚膜电阻;阻值:12.4kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R297,1,,GNDC,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±800ppm/℃;
R297,2,,$3N54893,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±800ppm/℃;
C211,1,,GNDC,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C211,2,,$3N54966,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C212,1,,GNDC,电容,容值:470pF;精度:±5%;额定电压:50V;温度系数:C0G;
C212,2,,$3N55039,电容,容值:470pF;精度:±5%;额定电压:50V;温度系数:C0G;
R298,1,,$3N55191,电阻,电阻类型:厚膜电阻;阻值:120Ω;精度:±1%;功率:62.5mW;温度系数:±100ppm/℃;
R298,2,,$3N55118,电阻,电阻类型:厚膜电阻;阻值:120Ω;精度:±1%;功率:62.5mW;温度系数:±100ppm/℃;
C213,1,,GNDC,电容,容值:220nF;精度:±10%;额定电压:50V;材质(温度系数):X5R;
C213,2,,$3N55191,电容,容值:220nF;精度:±10%;额定电压:50V;材质(温度系数):X5R;
LED3,1,,GNDC,其他,灯头类型:-;发光颜色:翠绿色;正向压降(Vf):2.6V~3V;功率:-;正向电流:-;波长:515nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:900mcd;发光角度:120°;载带方式:正贴;工作温度:-;
LED3,2,,$3N55438,其他,灯头类型:-;发光颜色:翠绿色;正向压降(Vf):2.6V~3V;功率:-;正向电流:-;波长:515nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:900mcd;发光角度:120°;载带方式:正贴;工作温度:-;
R299,1,,$3N55438,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R299,2,,24V,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
U69,1,,$3N60499,IC/模块,LM3478 2.97V~40V 宽输入范围升压/SEPIC/反激式直流/直流控制器
U69,2,,$3N59589,IC/模块,LM3478 2.97V~40V 宽输入范围升压/SEPIC/反激式直流/直流控制器
U69,3,,$3N60982,IC/模块,LM3478 2.97V~40V 宽输入范围升压/SEPIC/反激式直流/直流控制器
U69,4,,GNDC,IC/模块,LM3478 2.97V~40V 宽输入范围升压/SEPIC/反激式直流/直流控制器
U69,5,,GNDC,IC/模块,LM3478 2.97V~40V 宽输入范围升压/SEPIC/反激式直流/直流控制器
U69,6,,$3N60190,IC/模块,LM3478 2.97V~40V 宽输入范围升压/SEPIC/反激式直流/直流控制器
U69,7,,$3N59874,IC/模块,LM3478 2.97V~40V 宽输入范围升压/SEPIC/反激式直流/直流控制器
U69,8,,$3N59295,IC/模块,LM3478 2.97V~40V 宽输入范围升压/SEPIC/反激式直流/直流控制器
R303,1,,$3N59295,电阻,电阻类型:厚膜电阻;阻值:10Ω;精度:±1%;功率:125mW;工作电压:150V;温度系数:±200ppm/℃;
R303,2,,$3N56093,电阻,电阻类型:厚膜电阻;阻值:10Ω;精度:±1%;功率:125mW;工作电压:150V;温度系数:±200ppm/℃;
C214,1,,GNDC,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C214,2,,$3N59295,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C215,1,,GNDC,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C215,2,,$3N56093,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C216,1,,$3N56093,电容,容值:220uF;精度:±20%;额定电压:35V;纹波电流:195mA@120Hz;
C216,2,,GNDC,电容,容值:220uF;精度:±20%;额定电压:35V;纹波电流:195mA@120Hz;
U70,1,,VBAT+,IC/模块,类型:贴片式保险丝;额定电流:10A;额定电压 (AC):125V;额定电压:125V;分断能力:35A；50A;
U70,2,,$3N56093,IC/模块,类型:贴片式保险丝;额定电流:10A;额定电压 (AC):125V;额定电压:125V;分断能力:35A；50A;
C217,1,,GNDC,电容,容值:2.7nF;精度:±10%;额定电压:50V;温度系数:X7R;
C217,2,,$3N59589,电容,容值:2.7nF;精度:±10%;额定电压:50V;温度系数:X7R;
C218,1,,$3N59767,电容,容值:47nF;精度:±10%;额定电压:50V;温度系数:X7R;
C218,2,,$3N59589,电容,容值:47nF;精度:±10%;额定电压:50V;温度系数:X7R;
R304,1,,$3N59767,电阻,电阻类型:厚膜电阻;阻值:2.21kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R304,2,,GNDC,电阻,电阻类型:厚膜电阻;阻值:2.21kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R305,1,,GNDC,电阻,电阻类型:厚膜电阻;阻值:44.2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R305,2,,$3N59874,电阻,电阻类型:厚膜电阻;阻值:44.2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
Q25,1,,$3N60205,三极管,数量:1个N沟道;漏源电压(Vdss):30V;连续漏极电流(Id):50A;导通电阻(RDS(on)):4.2mΩ@4.5V,12A;耗散功率(Pd):31W;阈值电压(Vgs(th)):400mV;
Q25,2,,$3N60205,三极管,数量:1个N沟道;漏源电压(Vdss):30V;连续漏极电流(Id):50A;导通电阻(RDS(on)):4.2mΩ@4.5V,12A;耗散功率(Pd):31W;阈值电压(Vgs(th)):400mV;
Q25,3,,$3N60205,三极管,数量:1个N沟道;漏源电压(Vdss):30V;连续漏极电流(Id):50A;导通电阻(RDS(on)):4.2mΩ@4.5V,12A;耗散功率(Pd):31W;阈值电压(Vgs(th)):400mV;
Q25,4,,$3N60190,三极管,数量:1个N沟道;漏源电压(Vdss):30V;连续漏极电流(Id):50A;导通电阻(RDS(on)):4.2mΩ@4.5V,12A;耗散功率(Pd):31W;阈值电压(Vgs(th)):400mV;
Q25,5,,$3N60197,三极管,数量:1个N沟道;漏源电压(Vdss):30V;连续漏极电流(Id):50A;导通电阻(RDS(on)):4.2mΩ@4.5V,12A;耗散功率(Pd):31W;阈值电压(Vgs(th)):400mV;
Q25,6,,$3N60197,三极管,数量:1个N沟道;漏源电压(Vdss):30V;连续漏极电流(Id):50A;导通电阻(RDS(on)):4.2mΩ@4.5V,12A;耗散功率(Pd):31W;阈值电压(Vgs(th)):400mV;
Q25,7,,$3N60197,三极管,数量:1个N沟道;漏源电压(Vdss):30V;连续漏极电流(Id):50A;导通电阻(RDS(on)):4.2mΩ@4.5V,12A;耗散功率(Pd):31W;阈值电压(Vgs(th)):400mV;
Q25,8,,$3N60197,三极管,数量:1个N沟道;漏源电压(Vdss):30V;连续漏极电流(Id):50A;导通电阻(RDS(on)):4.2mΩ@4.5V,12A;耗散功率(Pd):31W;阈值电压(Vgs(th)):400mV;
L11,1,,$3N56093,电感,电感值:5.6uH;精度:±20%;额定电流:5.5A;饱和电流(Isat):6.5A;类型:一体成型电感;
L11,2,,$3N60197,电感,电感值:5.6uH;精度:±20%;额定电流:5.5A;饱和电流(Isat):6.5A;类型:一体成型电感;
D26,1,,$3N60197,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D26,2,,24V_UPS,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D26,3,,$3N60197,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
R306,1,,$3N60499,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±200ppm/℃;
R306,2,,$3N60205,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±200ppm/℃;
C219,1,,GNDC,电容,容值:10pF;精度:±5%;额定电压:50V;温度系数:C0G;
C219,2,,$3N60499,电容,容值:10pF;精度:±5%;额定电压:50V;温度系数:C0G;
R307,1,,GNDC,电阻,电阻类型:采样电阻；合金电阻;阻值:5mΩ;精度:±1%;功率:3W;温度系数:±100ppm/℃;
R307,2,,$3N60205,电阻,电阻类型:采样电阻；合金电阻;阻值:5mΩ;精度:±1%;功率:3W;温度系数:±100ppm/℃;
C220,1,,24V_UPS,电容,容值:220uF;精度:±20%;额定电压:35V;纹波电流:195mA@120Hz;
C220,2,,GNDC,电容,容值:220uF;精度:±20%;额定电压:35V;纹波电流:195mA@120Hz;
C221,1,,24V_UPS,电容,容值:220uF;精度:±20%;额定电压:35V;纹波电流:195mA@120Hz;
C221,2,,GNDC,电容,容值:220uF;精度:±20%;额定电压:35V;纹波电流:195mA@120Hz;
R308,1,,$3N60982,电阻,电阻类型:厚膜电阻;阻值:18.2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R308,2,,24V_UPS,电阻,电阻类型:厚膜电阻;阻值:18.2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R309,1,,$3N60982,电阻,电阻类型:厚膜电阻;阻值:1kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R309,2,,GNDC,电阻,电阻类型:厚膜电阻;阻值:1kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R310,1,,$3N61205,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R310,2,,24V_UPS,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
LED4,1,,GNDC,其他,灯头类型:-;发光颜色:翠绿色;正向压降(Vf):2.6V~3V;功率:-;正向电流:-;波长:515nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:900mcd;发光角度:120°;载带方式:正贴;工作温度:-;
LED4,2,,$3N61205,其他,灯头类型:-;发光颜色:翠绿色;正向压降(Vf):2.6V~3V;功率:-;正向电流:-;波长:515nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:900mcd;发光角度:120°;载带方式:正贴;工作温度:-;
D27,1,,24V,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D27,2,,24V_OUT,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D27,3,,24V,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D28,1,,$3N61374,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
D28,2,,24V_OUT,二极管,二极管配置:1对共阴极;正向压降(Vf):700mV@10A;直流反向耐压(Vr):45V;整流电流:20A;
